ID,Category,Software Component,Title,Decision,Reason
72305,Improved,AI Proxy,[AIProxy ETL]:  End-to-end AI proxy usage ETL pipeline that aggregates Kafka events hourly into SQL and Iceberg sinks,deferred,embargoed until release — AI usage reporting not yet shipped
72308,Improved,AI Proxy,[AIProxy ETL]: Set up CI/CD pipeline for AI Proxy ETL,excluded,"CI/CD, build, and deployment work"
72312,Improved,Homepage,Homepage - SLM activation gate: hide widgets and show lock card when SLM inactive,excluded,"internal plumbing, infrastructure, or not customer-visible"
72341,Added,ServiceNow Integration,Create OAuth client openlm.servicenow.brokerhub.spoke.client for ServiceNow → BrokerHub integration,excluded,"internal plumbing, infrastructure, or not customer-visible"
72385,Added,License Manager Service,License Manager Client - Improve Feature availability - New internal API,excluded,"internal plumbing, infrastructure, or not customer-visible"
72386,Improved,Features Service,Feature Service : Improve Redis behavior,excluded,"internal plumbing, infrastructure, or not customer-visible"
72427,Added,Agent Services,Agent Services: Fix Trivy scan failures,excluded,"tests, QA, and security scanning"
72472,Improved,CloudResourceManager,ServiceNow Connector Deactivation changes,excluded,"internal plumbing, infrastructure, or not customer-visible"
72486,Added,Agent Services,End-User Services Squad: Integrate Startup & Readiness Health Checks,excluded,internal health-check instrumentation
72511,Improved,AIproxyETL,"AI Proxy ETL: Correctness fixes, Atlas/AWS cost optimizations, registry-driven Iceberg maintenance",excluded,"internal plumbing, infrastructure, or not customer-visible"
72532,Added,Audit Service,Audit Service: Implement the functionality to exclude wrong events for OnPrem for the case when developers integrating Audit Client ignore the OpenLM integration policies for this service,excluded,"internal (second audit, June 11, 2026): guards against internal Audit Client integration mistakes"
72533,Added,Audit Service,Audit Service: Implement the functionality to exclude wrong events for Cloud Platform for the case when developers integrating Audit Client ignore the OpenLM integration policies for this service,excluded,"internal (second audit, June 11, 2026): guards against internal Audit Client integration mistakes"
72543,Added,Machine Learning,Machine Learning: Implement Smoke Automation tests level,excluded,"tests, QA, and security scanning"
72544,Added,Machine Learning,Machine Learning: Adjust unit tests for all services for Build Validation Policy approach,excluded,"tests, QA, and security scanning"
72546,Added,Audit Service,Audit Service: Upgrade all OpenLM internal NuGets to last versions and adjust functionality to new features released,excluded,"dependency, framework, and configuration maintenance"
72548,Added,FreshworksAlertsIntegration,Freshworks Alerts Integration: Upgrade all OpenLM internal NuGets to last versions and adjust functionality to new features released,excluded,"dependency, framework, and configuration maintenance"
72549,Added,LicenseParser,License Parser: Upgrade to last version of OpenLM UI Common library and adjust functionality to new UI common features released,excluded,"dependency, framework, and configuration maintenance"
72550,Added,Reporting Hub BI,Reporting Data API Service: Upgrade all OpenLM internal NuGets to last versions and adjust functionality to new features released,excluded,"dependency, framework, and configuration maintenance"
72558,Added,Zoho CRM Listener,Zoho CRM Listener: Upgrade all OpenLM internal NuGets to last versions and adjust functionality to new features released,excluded,"dependency, framework, and configuration maintenance"
72607,Added,Homepage,"Homepage - Dashboard iteration 2: pool saturation, features in use, API source migration",excluded,"internal plumbing, infrastructure, or not customer-visible"
72710,Improved,Cloud Broker,Cloud Broker: GitHub Copilot usage tracking (credits / requests),published in changelog,customer-facing change
72718,Improved,Homepage,Homepage - v2: Account-level layout schema + persistence (backend),deferred,embargoed until release — customizable dashboards v2 not yet shipped
72721,Improved,Homepage,Homepage - v2: widget-shell chrome — drag handle + 3-dot Delete menu,deferred,embargoed until release — customizable dashboards v2 not yet shipped
72723,Added,SAM,SAMCatalog: Add REST API in the APIgateway for SAMCatalog service,excluded,"internal plumbing, infrastructure, or not customer-visible"
72724,Added,Audit Service,Audit Service: Implement new environment variables approach of secrets management,excluded,"CI/CD, build, and deployment work"
72731,Added,LicenseParser,License Parser: Implement new environment variables approach of secrets management,excluded,"CI/CD, build, and deployment work"
72732,Added,Virtual License Manager,Virtual License Manager: Implement new environment variables approach of secrets management,excluded,"CI/CD, build, and deployment work"
72733,Added,Reporting Hub BI,Reporting Data API Service: Implement new environment variables approach of secrets management,excluded,"CI/CD, build, and deployment work"
72734,Added,User Availability,User Availability: Implement new environment variables approach of secrets management,excluded,"CI/CD, build, and deployment work"
72735,Added,ZohoAlertsIntegration,Zoho Alerts Integration: Implement new environment variables approach of secrets management,excluded,"CI/CD, build, and deployment work"
72736,Added,FreshworksAlertsIntegration,Freshworks Alerts Integration: Implement new environment variables approach of secrets management,excluded,"CI/CD, build, and deployment work"
72737,Added,SalesforceAlertsIntegration,Salesforce Alerts Integration: Implement new environment variables approach of secrets management,excluded,"CI/CD, build, and deployment work"
72738,Added,Zoho CRM Listener,Zoho CRM Listener: Implement new environment variables approach of secrets management,excluded,"CI/CD, build, and deployment work"
72764,Improved,CI/CD,Add security context to monohelm,excluded,"CI/CD, build, and deployment work"
72781,Improved,Online License Generator,Remove Subscription Optimizer from SaaS Automation License Templates,excluded,"internal plumbing, infrastructure, or not customer-visible"
72816,Improved,CloudResourceManager,Alter all table properties for prod-us and prod-eu,excluded,"internal plumbing, infrastructure, or not customer-visible"
72831,Fixed,Reporting Hub BI,US platform Cloud - Process Session data,published in changelog,customer-facing change
72832,Improved,LicenseParser,License Parser: Adjust both UI and Server side to show correct message when user uploads a file different by allowed,published in changelog,customer-facing change
72838,Added,Audit Service,"Audit Service: Upgrade all OpenLM internal NuGets to last versions and adjust functionality to new features released, test last changes and release to all environments",excluded,"tests, QA, and security scanning"
72839,Added,FreshworksAlertsIntegration,"Freshworks Alerts Integration: Upgrade all OpenLM internal NuGets to last versions and adjust functionality to new features released, test last changes and release to all environments",excluded,"tests, QA, and security scanning"
72841,Added,SalesforceAlertsIntegration,"Salesforce Alerts Integration: Upgrade all OpenLM internal NuGets to last versions and adjust functionality to new features released, test last changes and release to all environments",excluded,"tests, QA, and security scanning"
72842,Added,User Availability,"User Availability: Upgrade all OpenLM internal NuGets to last versions and adjust functionality to new features released, test last changes and release to all environments",excluded,"tests, QA, and security scanning"
72843,Added,Virtual License Manager,"Virtual License Manager: Upgrade all OpenLM internal NuGets to last versions and adjust functionality to new features released, test last changes and release to all environments",excluded,"tests, QA, and security scanning"
72844,Added,ZohoAlertsIntegration,"Zoho Alerts Integration: Upgrade all OpenLM internal NuGets to last versions and adjust functionality to new features released, test last changes and release to all environments",excluded,"tests, QA, and security scanning"
72846,Added,LicenseParser,"License Parser: Upgrade all OpenLM internal NuGets to last versions and adjust functionality to new features released, test last changes and release to all environments",excluded,"tests, QA, and security scanning"
72886,Improved,Audit Service,Audit Service: Upgrade UI service to latest version of OpenLM UI Common Library,excluded,"tests, QA, and security scanning"
72887,Improved,Audit Service,Audit Service: Product Activation Integration,excluded,"internal plumbing, infrastructure, or not customer-visible"
73003,Improved,CloudResourceManager,Register quicksight users upon registration - rollback changes again,excluded,"internal plumbing, infrastructure, or not customer-visible"
73027,Improved,SAM,SAM Catalog: Hide Software Discovery tab on on-prem deployments,published in changelog,customer-facing change
73037,Improved,ServiceNow Connector,Integration UI: Restrict Actions for Viewer Role,published in changelog,customer-facing change
73145,Added,Server Operational API,Operation API / Open LM server - add event to update users with spaces configuration,excluded,"internal plumbing, infrastructure, or not customer-visible"
73177,Fixed,Agent,Agent Services: DM_OfflineMonitoring and PM_Users features not in whitelist - dongle and process usage not displayed,published in changelog,customer-facing change
73183,Fixed,LicenseAccessControl,LAC: Deployed rules moved to Undeployed tab after deployment for OnPrem assets,published in changelog,customer-facing change
73195,Fixed,LicenseAccessControl,LAC: Duplicate rules created in Undeployed tab when re-selecting Feature after Keyword Name dropdown interaction,published in changelog,customer-facing change
73197,Fixed,LicenseAccessControl,LAC: FlexLM Feature not displayed when Rule Type is changed,published in changelog,customer-facing change
73235,Improved,Navigation Service,Add ServiceNow Connector to Navigation Menu in On-Prem,parked,awaiting placement (navigation page decision / legacy-slm version / cross-service item)
73255,Fixed,End-User Services,Personal Dashboard: Pages are loaded too slowly,published in changelog,customer-facing change
73270,Added,SAM,SAM Product Discovery: Add GraphQL API endpoints in the APIGateway for SAM Product Discovery Service,excluded,"internal plumbing, infrastructure, or not customer-visible"
73355,Improved,CloudResourceManager,Update servicenow views,excluded,"internal plumbing, infrastructure, or not customer-visible"
73390,Added,Virtual License Manager,Virtual License Manager: Implement mock data test service for the case when no enough license managers for test,excluded,"tests, QA, and security scanning"
73435,Added,Machine Learning,Machine Learning: Implement a special functionality for schedulers to fix the issues of generating out of memory error when data is too big,excluded,"internal plumbing, infrastructure, or not customer-visible"
73525,Added,Server Operational API,Operational API - implement BFF,excluded,"internal plumbing, infrastructure, or not customer-visible"
73637,Improved,SAM,Product Discovery UI — Project Setup & Application Shell,published in changelog,customer-facing change
73846,Improved,LicenseParser,License Parser: Upgrade and adjust to latest UI Common library changes,excluded,"tests, QA, and security scanning"
73847,Improved,Audit Service,Audit Service: Adjust to latest UI Common library changes,excluded,"tests, QA, and security scanning"
73849,Improved,Virtual License Manager,Virtual License Manager: Adjust to latest UI Common library changes,excluded,"tests, QA, and security scanning"
73851,Improved,LicenseParser,License Parser: Migrate the UI service from Angular 19 to Angular 21,excluded,"dependency, framework, and configuration maintenance"
73852,Improved,Audit Service,Audit Service: Migrate the UI service from Angular 19 to Angular 21,excluded,"dependency, framework, and configuration maintenance"
73853,Improved,Virtual License Manager,Virtual License Manager: Migrate the UI service from Angular 19 to Angular 21,excluded,"dependency, framework, and configuration maintenance"
73854,Improved,ZohoAlertsIntegration,ZohoAlertsIntegration: Migrate the UI service from Angular 19 to Angular 21,excluded,"dependency, framework, and configuration maintenance"
73855,Improved,FreshworksAlertsIntegration,FreshworksAlertsIntegration: Migrate the UI service from Angular 19 to Angular 21,excluded,"dependency, framework, and configuration maintenance"
73857,Improved,SalesforceAlertsIntegration,SalesforceAlertsIntegration: Migrate the UI service from Angular 19 to Angular 21,excluded,"dependency, framework, and configuration maintenance"
73940,Added,LicenseParser,License Parser: Implement Product Activation Integration,excluded,"internal plumbing, infrastructure, or not customer-visible"
73941,Added,LicenseParser,License Parser: Implement logic to allow drag and drop file only in the designated parser area,published in changelog,customer-facing change
